Country,GA_Name,Formed,Description,Off_website,Address,Jurisdiction,wiki_infobox
Albania,SHIK,,"The National Informative Service was an intelligence service agency created in 1991 by the Albanian People's Assembly. Commonly known as SHIK, it was the successor to Sigurimi, the notorious secret service agency which repressed anti-communist dissent during the communist government of 1944-1991.",,,,"{'dhawan in 2015': 'Dhawan in 2015', 'personal information': 'Personal information', 'born': '5 December 1985 (age\xa034)Delhi, India', 'nickname': 'Gabbar,[1][2] Jaat-jee[3]', 'height': '1.80\xa0m (5\xa0ft 11\xa0in)', 'batting': 'Left-handed', 'bowling': 'Right-arm off spin', 'role': 'Opening batsman', 'international information': 'International information', 'national side': 'India (2010–present)', 'test debut (cap\xa0277)': '14 March 2013\xa0v\xa0Australia', 'last test': '7 September 2018\xa0v\xa0England', 'odi debut (cap\xa0188)': '20 October 2010\xa0v\xa0Australia', 'last odi': '19 January 2020\xa0v\xa0Australia', 'odi shirt no.': '25', 't20i debut (cap\xa036)': '4 June 2011\xa0v\xa0West Indies', 'last t20i': '10 January 2020\xa0v\xa0Sri Lanka', 't20i shirt no.': '42', 'domestic team information': 'Domestic team information', 'years': 'Team', '2004–present': 'Delhi', '2008': 'Delhi Daredevils (squad\xa0no.\xa025)', '2009–2010': 'Mumbai Indians (squad\xa0no.\xa025)', '2011-2012': 'Deccan Chargers (squad\xa0no.\xa025)', '2013–2018': 'Sunrisers Hyderabad (squad\xa0no.\xa025)', '2019-present': 'Delhi Capitals (squad\xa0no.\xa025)', 'career statistics': 'Career statistics', 'competition test odi t20i fc matches 34 130 61 122 runs scored 2,315 5,650 1,588 8,499 batting average 40.61 45.20 28.35 44.26 100s/50s 7/5 17/29 0/10 25/29 top score 190 143 92 224 balls bowled 54 – – 298 wickets 0 – – 3 bowling average – – – 47.33 5 wickets in innings – – – - 10 wickets in match – – – - best bowling – – – 2/30 catches/stumpings 28/– 61/– 19/– 120/': 'Competition Test ODI T20I FC Matches 34 130 61 122 Runs scored 2,315 5,650 1,588 8,499 Batting average 40.61 45.20 28.35 44.26 100s/50s 7/5 17/29 0/10 25/29 Top score 190 143 92 224 Balls bowled 54 – – 298 Wickets 0 – – 3 Bowling average – – – 47.33 5 wickets in innings – – – - 10 wickets in match – – – - Best bowling – – – 2/30 Catches/stumpings 28/– 61/– 19/– 120/', 'competition': 'Test', 'matches': '34', 'runs scored': '2315', 'batting average': '40.61', '100s/50s': '7/5', 'top score': '190', 'balls bowled': '54', 'wickets': '0', 'bowling average': '–', '5 wickets in innings': '–', '10 wickets in match': '–', 'best bowling': '–', 'catches/stumpings': '28/–', 'source: espncricinfo, 19 january 2020': 'Source: ESPNcricinfo, 19 January 2020'}"
Albania,Law enforcement in Albania,,"Law enforcement in Albania is the responsibility of several agencies. The responsibility for most tasks lies with the Albanian State Police, a national police agency, which is under the authority of Ministry of Internal Affairs.",,,,
Albania,Ministry of Culture,1941,"The Ministry of Culture is a department of the Albanian Government responsible for the implementation of government tourism, cultural affairs, youth and sports policy. The current minister is Elva Margariti of the Rama II Cabinet.",kultura.gov.al,Tirana,,"{'Ministria e Kulturës': 'Ministria e Kulturës', nan: nan, 'Department overview': 'Department overview', 'Formed': '1941', 'Jurisdiction': 'Albania', 'Headquarters': 'Tirana', 'Minister responsible': 'Elva Margariti, Minister of Culture', 'Website': 'kultura.gov.al'}"
Albania,National Housing Authority,1993,The National Housing Authority is a government agency under the supervision of the Albanian Ministry of Infrastructure and Energy. Its scope of activity deals with financing and addressing the housing needs of the population.,www.ekb.gov.al,Tirana,Albania,"{'enti kombëtar i banesave': 'Enti Kombëtar i Banesave', 'official logo': 'Official logo', 'housing agency overview': 'Housing agency overview', 'formed': '1993', 'jurisdiction': 'Albania', 'headquarters': 'Tirana', 'housing agency executive': 'Rudina Kodra, Director General', 'website': 'www.ekb.gov.al'}"
Albania,Ministry of Justice,4 December 1912,"The Ministry of Justice is a department of the Albanian Government, responsible for the implementation of government justice policy, the Albanian legal system in the Constitution and general administrative ...",Official Website,"Dëshmorët e Kombit Boulevard Tirana, Albania",,"{'Ministria e Drejtësisë': 'Ministria e Drejtësisë', nan: nan, 'Department overview': 'Department overview', 'Formed': '4 December 1912', 'Jurisdiction': 'Government of Albania', 'Headquarters': 'Dëshmorët e Kombit Boulevard Tirana, Albania', 'Minister responsible': 'Etilda Gjonaj', 'Website': 'Official Website'}"
Albania,General Directorate of Archives,,"The General Directorate of Archives is the national archive of the Republic of Albania, located in Tirana. Under the former control of the Party of Labour of Albania, the archives houses the papers of the former People's Socialist Republic of Albania, and papers that were held by citizens prior to the regime.",Official Website,,,"{'Official logo': 'Official logo', nan: nan, 'Established': '8\xa0June\xa01949[1]', 'Location': 'Tirana, Albania', 'Type': 'Archives', 'Director': 'Ardit Bido', 'Website': 'Official Website'}"
Albania,Agency for the Delivery of Integrated Services,2015,"The Agency for the Delivery of Integrated Services Albania is an agency of the Albanian Government under the supervision of the Prime Minister's Office.ADISA was created as a necessity to provide Albanian citizens with efficient, qualitative and transparent public services.",Official website,Tirana,,"{'Agjencia e Ofrimit të Shërbimeve të Integruara': 'Agjencia e Ofrimit të Shërbimeve të Integruara', nan: nan, 'Agency overview': 'Agency overview', 'Formed': '2015', 'Jurisdiction': 'Albania', 'Headquarters': 'Tirana', 'Agency executive': 'Lorin Ymeri, Executive Director', 'Website': 'Official website'}"
Albania,State Supreme Audit,20 May 1925,The State Supreme Audit is the highest institution of economic and financial control in the Republic of Albania. As an independent governing body it is subordinated only to the law and the constitution.,klsh.org.al,Tirana,Albania,"{'official logo': 'Official logo', 'agency overview': 'Agency overview', 'formed': '20 May 1925', 'jurisdiction': 'Albania', 'headquarters': 'Tirana', 'agency executive': 'Chairman, Bujar Leskaj', 'website': 'klsh.org.al'}"
Albania,Ministry for Europe and Foreign Affairs,4 December 1912,"The Ministry for Europe and Foreign Affairs is a department of the Albanian Government, in charge of diplomacy, foreign policy and the process of admission of Albania into the European Union. The ministry also provides support to Albanian citizens residing abroad.",Official Website,"Dëshmorët e Kombit Boulevard Tirana, Albania",,"{'Ministria për Europën dhe Punëve të Jashtme': 'Ministria për Europën dhe Punëve të Jashtme', nan: nan, 'Department overview': 'Department overview', 'Formed': '4 December 1912', 'Dissolved': '1939–1943', 'Jurisdiction': 'Government of Albania', 'Headquarters': 'Dëshmorët e Kombit Boulevard Tirana, Albania', 'Minister responsible': 'Edi Rama', 'Website': 'Official Website'}"
Albania,National Employment Service,,"The National Employment Service is a government agency in Albania dispositioned to offer opportunities and fulfill the rights of citizens to gain profitable employment, receive professional counseling ...",www.puna.gov.al,Tirana,Albania,"{'zyra kombëtare e punësimit': 'Zyra Kombëtare e Punësimit', 'official logo': 'Official logo', 'employment agency overview': 'Employment agency overview', 'jurisdiction': 'Albania', 'headquarters': 'Tirana', 'employment agency executive': 'Genc Kojdheli, Director General', 'website': 'www.puna.gov.al'}"
Albania,Minister of State for Diaspora,13 September 2017,The Minister of State for Diaspora is a department of the Albanian Government responsible for communicating and dealing with issues that affect the Albanian diaspora. The current minister is Pandeli Majko.,diaspora.gov.al,Tirana,,"{'Ministër i Shtetit për Diasporën': 'Ministër i Shtetit për Diasporën', nan: nan, 'Department overview': 'Department overview', 'Formed': '13 September 2017', 'Jurisdiction': 'Albania', 'Headquarters': 'Tirana', 'Minister responsible': 'Pandeli Majko (Socialist Party of Albania), Minister of State for Diaspora', 'Website': 'diaspora.gov.al'}"
Albania,HIDAACI,2003,The High Inspectorate of Declaration and Audit of Assets and Conflicts of Interest is a government agency in Albania under the supervision of the Inspector General. The task of the agency is to administer the audit of the declaration of assets of public individuals.,www.hidaa.gov.al,Tirana,Albania,"{'official logo': 'Official logo', 'agency overview': 'Agency overview', 'formed': '2003', 'jurisdiction': 'Albania', 'headquarters': 'Tirana', 'agency executive': 'Inspector General, Shkëlqim Ganaj', 'website': 'www.hidaa.gov.al'}"
Albania,Sigurimi,10 December 1944,"The Directorate of State Security, commonly called the Sigurimi, was the state security, intelligence and secret police service of the People's Socialist Republic of Albania.",,"Tirana, People's Socialist Republic of Albania",,"{'drejtoria e sigurimit të shtetit': 'Drejtoria e Sigurimit të Shtetit', 'sigurimi': 'Sigurimi', 'agency overview': 'Agency overview', 'formed': '10 December 1944', 'dissolved': '15 August 1991', 'superseding agency': 'SHIK', 'headquarters': ""Tirana, People's Socialist Republic of Albania"", 'motto': '""Për popullin, me popullin""', 'minister responsible': 'Gramoz Ruçi, Minister of Sigurimi', 'parent agency': 'Socialist Albanian Government'}"
Albania,Audiovisual Media Authority,28 May 2007,The Audiovisual Media Authority is a statutory authority of the Albanian Government responsible for licensing and regulating the broadcasting and telecommunications industries in Albania.,www.ama.gov.al,Tirana,Albania,"{'autoriteti i mediave audiovizive': 'Autoriteti i Mediave Audiovizive', 'logo of audiovisual media authority': 'Logo of Audiovisual Media Authority', 'statutory authority overview': 'Statutory authority overview', 'formed': '28 May 2007', 'jurisdiction': 'Albania', 'headquarters': 'Tirana', 'statutory authority executive': 'Gentian Sala, Director General', 'website': 'www.ama.gov.al'}"
Albania,General Directorate of Industrial Property,,"The General Directorate of Industrial Property is a public agency under the supervision of the Ministry of Economic Development, Tourism, Trade and Enterprise. The activity of this institution is regulated by Law 9947 dated. 07/07/2008 ""On Industrial Property"".",dppm.gov.al,Tirana,Albania,"{'drejtoria e përgjithshme e pronësisë industriale': 'Drejtoria e Përgjithshme e Pronësisë Industriale', 'official logo': 'Official logo', 'patents agency overview': 'Patents agency overview', 'jurisdiction': 'Albania', 'headquarters': 'Tirana', 'patents agency executive': 'Elvin Lako, Director', 'website': 'dppm.gov.al'}"
Albania,Ministry of European Integration,"February 22, 2002","The Ministry of European Integration was a department of the Albanian Government, responsible for integration of the Albania into the European Union.On 13 September 2017, the ministry was abolished and merged with the Ministry of Foreign Affairs",,,,"{'Ministria e Integrimit Europian': 'Ministria e Integrimit Europian', nan: nan, 'Department overview': 'Department overview', 'Formed': 'February\xa022,\xa02002', 'Dissolved': '13 September 2017', 'Superseding agency': 'Ministry for Europe and Foreign Affairs', 'Jurisdiction': 'Government of Albania'}"
Albania,General Directorate of Customs,,The General Directorate of Customs is the government agency responsible for the inspection and transferring of imported and exported goods in and out of Albania.The mission of the Customs administration is to safeguard the economic and financial interests of the State.,www.dogana.gov.al,Tirana,Albania,"{'drejtoria e përgjithshme e doganave': 'Drejtoria e Përgjithshme e Doganave', 'official logo': 'Official logo', 'customs agency overview': 'Customs agency overview', 'jurisdiction': 'Albania', 'headquarters': 'Tirana', 'customs agency executive': 'Belinda Ekonomi, Director General', 'website': 'www.dogana.gov.al'}"
Albania,Electronic and Postal Communications Authority,,"The Electronic and Postal Communications Authority is the telecommunications regulator for Albania. It administers the Law on Electronic Communications. It also manages the .al geographic top-level domain.Its office is located at Rr. Reshit Çollaku, Nr.43 in Tirana.",www.akep.al,"Rr.Reshit Çollaku, Nr.43, Tirana, Albania",,"{'Autoriteti i Komunikimeve Elektronike dhe Postare': 'Autoriteti i Komunikimeve Elektronike dhe Postare', nan: nan, 'Agency overview': 'Agency overview', 'Jurisdiction': 'Albania', 'Headquarters': 'Rr.Reshit Çollaku, Nr.43, Tirana, Albania', 'Agency executive': 'Ilir Zela, Chairman of Steering Board', 'Website': 'www.akep.al'}"
Albania,High Council of Justice,April 1992,"The High Council of Justice was a constitutional authority in Albania headed by the President.The council was established on April 1992, following changes in the country's constitutional provisions. It tries to maintain balance in the Albanian legal system.",www.kld.al,Tirana,Albania,"{'official logo': 'Official logo', 'advice organ overview': 'Advice organ overview', 'formed': 'April 1992', 'dissolved': 'April 2017', 'jurisdiction': 'Albania', 'headquarters': 'Tirana', 'website': 'www.kld.al'}"
Albania,Albanian Road Authority,15 October 2009,"The Albanian Road Authority or, is an independent, public institution in Albania, whose purpose is to construct and maintain roads and infrastructure in rural areas and between urban areas.",arrsh.gov.al,Tirana,Albania,"{'autoriteti rrugor shqiptar': 'Autoriteti Rrugor Shqiptar', 'logo of arrsh': 'Logo of ARrSh', 'agency overview': 'Agency overview', 'formed': '15 October 2009', 'preceding agency': 'General Roads Directorate (Drejtoria e Pergjithshme e Rrugeve)', 'jurisdiction': 'Albania', 'headquarters': 'Tirana', 'employees': '166[1]', 'minister responsible': 'Damian Gjiknuri, Minister of Infrastructure and Energy', 'agency executive': 'Ergys Verdho, Director General', 'website': 'arrsh.gov.al'}"
